Brand,ProductName,FlavorProfile,Type,Ingredients,Caffeine_mg,Sugar_g,Calories,HealthTags,MarketRegion,UseCase,ReviewSummary,MedicalTags
Big Cola,Big Cola Vanilla Blast,Vanilla,Sparkling Water,"Natural Flavors, Caffeine, Fruit Juice Concentrate, Sodium Benzoate, Herbal Extract, Fruit Juice Concentrate",80,10,40,Zero calorie,Australia,Post-workout,Agreement require conference respond time drive effort.,Low-calorie
Fresca,Fresca Tamarind Blast,Tamarind,Diet Soda,"Natural Flavors, Artificial Flavor, Artificial Flavor, Citric Acid, Citric Acid, Fruit Juice Concentrate",160,40,160,Low calorie,Mexico,Kids-friendly,None weight wall until.,High-caffeine
Bovonto,Bovonto Citrus Blast,Citrus,Sparkling Juice,"Citric Acid, Caffeine, Caffeine, Sweetener, Artificial Flavor, Sugar",0,0,0,Low calorie,Canada,Post-workout,Yard magazine pick over research fight.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Monster,Monster Orange Blast,Orange,Tonic,"Sodium Benzoate, Carbonated Water, Herbal Extract, Sweetener, Artificial Flavor, Fruit Juice Concentrate",120,10,40,Low calorie,Canada,Post-workout,Own discuss federal cost morning fund.,"Low-calorie, High-caffeine"
Irn-Bru,Irn-Bru Orange Blast,Orange,Diet Soda,"Sodium Benzoate, Carbonated Water, Sweetener, Carbonated Water, Sodium Benzoate, Natural Flavors",10,0,0,Sugar-free,Australia,Party,Common artist way on present firm performance scene their.,"Diabetic-safe, Low-caffeine, Low-calorie"
Thums Up,Thums Up Lemon-Lime Blast,Lemon-Lime,Tonic,"Sodium Benzoate, Caffeine, Herbal Extract, Citric Acid, Sugar, Herbal Extract",40,10,40,Sugar-free,Australia,Energy Boost,Significant claim poor give address tell.,Low-calorie
Canada Dry,Canada Dry Coconut Blast,Coconut,Soda,"Citric Acid, Sodium Benzoate, Artificial Flavor, Sodium Benzoate, Artificial Flavor, Artificial Flavor",120,10,40,Sugar-free,USA,Everyday,Teach ten better single successful out network.,"Low-calorie, High-caffeine"
Monster,Monster Melon Blast,Melon,Diet Soda,"Caffeine, Fruit Juice Concentrate, Fruit Juice Concentrate, Fruit Juice Concentrate, Sodium Benzoate, Carbonated Water",10,40,160,Regular,Canada,Hydration,Operation still energy authority society.,Low-caffeine
Fanta,Fanta Grape Blast,Grape,Diet Soda,"Sugar, Citric Acid, Natural Flavors, Sweetener, Sugar, Carbonated Water",10,30,120,Sugar-free,UK,Everyday,Support allow reveal goal police there color man.,Low-caffeine
Mirinda,Mirinda Tamarind Blast,Tamarind,Sparkling Juice,"Caffeine, Sodium Benzoate, Sugar, Caffeine, Sodium Benzoate, Sugar",10,20,80,Regular,USA,Weight Management,Pay sea season administration fact result dark human reach blue player.,Low-caffeine
Sprite,Sprite Grape Blast,Grape,Sparkling Juice,"Sugar, Sodium Benzoate, Sweetener, Artificial Flavor, Caffeine, Caffeine",10,0,0,"Sugar-free, Zero calorie",Japan,Everyday,Unit region lay game lay receive your.,"Diabetic-safe, Low-caffeine, Low-calorie"
Jarritos,Jarritos Mint Blast,Mint,Tonic,"Citric Acid, Herbal Extract, Fruit Juice Concentrate, Fruit Juice Concentrate, Citric Acid, Sweetener",160,20,80,Low calorie,Japan,Kids-friendly,Central woman war measure arm.,High-caffeine
Irn-Bru,Irn-Bru Pineapple Blast,Pineapple,Sparkling Water,"Sweetener, Herbal Extract, Sweetener, Sugar, Herbal Extract, Natural Flavors",10,0,0,"Sugar-free, Zero calorie",USA,Party,Just evidence vote close small nation.,"Diabetic-safe, Low-caffeine, Low-calorie"
Coca-Cola,Coca-Cola Lime Blast,Lime,Sparkling Water,"Fruit Juice Concentrate, Caffeine, Sugar, Carbonated Water, Fruit Juice Concentrate, Sodium Benzoate",40,0,0,"Sugar-free, Zero calorie",Japan,Hydration,Event able here note beyond air western conference hit.,"Diabetic-safe, Low-calorie"
Fresca,Fresca Herbal Blast,Herbal,Energy Drink,"Citric Acid, Herbal Extract, Fruit Juice Concentrate, Carbonated Water, Carbonated Water, Sodium Benzoate",40,10,40,Low calorie,Mexico,Everyday,Under summer you Mr even leave.,Low-calorie
Thums Up,Thums Up Melon Blast,Melon,Energy Drink,"Sugar, Carbonated Water, Fruit Juice Concentrate, Caffeine, Sodium Benzoate, Carbonated Water",160,5,20,Low calorie,UK,Post-workout,Order team guy medical various list stage discover.,"Low-sugar, Low-calorie, High-caffeine"
Coca-Cola,Coca-Cola Mint Blast,Mint,Soda,"Citric Acid, Natural Flavors, Sodium Benzoate, Herbal Extract, Caffeine, Carbonated Water",0,30,120,Caffeine-free,Japan,Hydration,Nothing think public buy hope.,Caffeine-free
Canada Dry,Canada Dry Lychee Blast,Lychee,Energy Drink,"Sweetener, Citric Acid, Sweetener, Artificial Flavor, Caffeine, Sugar",160,5,20,"Low sugar, Low calorie, High caffeine",Canada,Energy Boost,Start or also military inside general miss sense there close.,"Low-sugar, Low-calorie, High-caffeine"
Pepsi,Pepsi Herbal Blast,Herbal,Energy Drink,"Carbonated Water, Sweetener, Sugar, Sweetener, Artificial Flavor, Herbal Extract",80,0,0,Sugar-free,Brazil,Energy Boost,Read theory design year positive not Congress national.,"Diabetic-safe, Low-calorie"
Irn-Bru,Irn-Bru Cola Blast,Cola,Sparkling Juice,"Herbal Extract, Citric Acid, Citric Acid, Caffeine, Citric Acid, Sweetener",160,20,80,High caffeine,Brazil,Everyday,Phone represent positive speech building travel.,High-caffeine
LaCroix,LaCroix Melon Blast,Melon,Sparkling Water,"Caffeine, Sodium Benzoate, Natural Flavors, Sweetener, Sugar, Fruit Juice Concentrate",120,5,20,Sugar-free,UK,Post-workout,Focus model wear image performance song step stock.,"Low-sugar, Low-calorie, High-caffeine"
Jarritos,Jarritos Vanilla Blast,Vanilla,Soda,"Fruit Juice Concentrate, Herbal Extract, Fruit Juice Concentrate, Natural Flavors, Carbonated Water, Caffeine",160,20,80,High caffeine,Japan,Kids-friendly,Life very almost forget girl.,High-caffeine
LaCroix,LaCroix Orange Blast,Orange,Diet Soda,"Sodium Benzoate, Carbonated Water, Fruit Juice Concentrate, Citric Acid, Artificial Flavor, Fruit Juice Concentrate",10,10,40,Zero calorie,USA,Energy Boost,Former tonight discussion expect put fact stock.,"Low-caffeine, Low-calorie"
Big Cola,Big Cola Mixed Fruit Blast,Mixed Fruit,Energy Drink,"Sweetener, Sodium Benzoate, Natural Flavors, Fruit Juice Concentrate, Sodium Benzoate, Sweetener",40,0,0,"Sugar-free, Zero calorie",India,Everyday,By party personal return have.,"Diabetic-safe, Low-calorie"
Canada Dry,Canada Dry Ginger Blast,Ginger,Sparkling Juice,"Citric Acid, Carbonated Water, Citric Acid, Sugar, Herbal Extract, Caffeine",160,30,120,Sugar-free,Germany,Hydration,Allow example reflect oil experience smile Mr stage.,High-caffeine
Pepsi,Pepsi Lychee Blast,Lychee,Diet Soda,"Sodium Benzoate, Sodium Benzoate, Natural Flavors, Carbonated Water, Sweetener, Sodium Benzoate",40,10,40,Low calorie,Australia,Post-workout,Kid information tell base modern charge ok listen director on.,Low-calorie
7UP,7UP Strawberry Blast,Strawberry,Soda,"Sugar, Sweetener, Herbal Extract, Caffeine, Citric Acid, Sodium Benzoate",10,40,160,Regular,Australia,Weight Management,Price represent agree television to way.,Low-caffeine
Appy Fizz,Appy Fizz Lime Blast,Lime,Sparkling Juice,"Herbal Extract, Sweetener, Herbal Extract, Sweetener, Natural Flavors, Artificial Flavor",160,20,80,High caffeine,India,Kids-friendly,He three production production much prevent production newspaper north set.,High-caffeine
Sprite,Sprite Ginger Blast,Ginger,Sparkling Water,"Sweetener, Sodium Benzoate, Artificial Flavor, Citric Acid, Sugar, Natural Flavors",10,5,20,"Low sugar, Low calorie",Australia,Energy Boost,Animal level add value ago reduce then whether price.,"Low-sugar, Low-caffeine, Low-calorie"
Jarritos,Jarritos Cola Blast,Cola,Tonic,"Fruit Juice Concentrate, Sugar, Fruit Juice Concentrate, Sodium Benzoate, Sodium Benzoate, Sodium Benzoate",120,20,80,Low calorie,UK,Weight Management,Will road science mission alone.,High-caffeine
Fanta,Fanta Citrus Blast,Citrus,Sparkling Juice,"Natural Flavors, Citric Acid, Citric Acid, Carbonated Water, Sodium Benzoate, Natural Flavors",80,10,40,Zero calorie,UK,Hydration,Well they beyond into represent officer.,Low-calorie
Mirinda,Mirinda Mint Blast,Mint,Tonic,"Sweetener, Fruit Juice Concentrate, Sweetener, Sodium Benzoate, Herbal Extract, Carbonated Water",40,10,40,Low calorie,USA,Energy Boost,Degree long society yeah relate experience.,Low-calorie
LaCroix,LaCroix Strawberry Blast,Strawberry,Diet Soda,"Sugar, Herbal Extract, Sodium Benzoate, Sodium Benzoate, Carbonated Water, Fruit Juice Concentrate",120,30,120,Low calorie,Germany,Everyday,Call explain me miss structure rest arrive public.,High-caffeine
Topo Chico,Topo Chico Lime Blast,Lime,Sparkling Water,"Citric Acid, Sugar, Sugar, Artificial Flavor, Herbal Extract, Citric Acid",10,10,40,Zero calorie,UK,Party,Often something life that parent piece.,"Low-caffeine, Low-calorie"
Monster,Monster Coconut Blast,Coconut,Sparkling Juice,"Artificial Flavor, Sweetener, Herbal Extract, Carbonated Water, Sugar, Caffeine",80,10,40,Zero calorie,Japan,Everyday,Left case back growth we read while often generation.,Low-calorie
Fresca,Fresca Strawberry Blast,Strawberry,Sparkling Water,"Natural Flavors, Artificial Flavor, Natural Flavors, Natural Flavors, Sugar, Carbonated Water",160,5,20,Low calorie,Australia,Energy Boost,More type game mention election room.,"Low-sugar, Low-calorie, High-caffeine"
Appy Fizz,Appy Fizz Herbal Blast,Herbal,Sparkling Juice,"Natural Flavors, Fruit Juice Concentrate, Sweetener, Sugar, Fruit Juice Concentrate, Sodium Benzoate",160,5,20,"Low sugar, Low calorie, High caffeine",Japan,Party,Board center middle institution process choose near gas.,"Low-sugar, Low-calorie, High-caffeine"
7UP,7UP Lychee Blast,Lychee,Energy Drink,"Citric Acid, Caffeine, Natural Flavors, Carbonated Water, Citric Acid, Sodium Benzoate",80,0,0,Zero calorie,Australia,Party,Town learn day door everyone need power team.,"Diabetic-safe, Low-calorie"
Appy Fizz,Appy Fizz Orange Blast,Orange,Tonic,"Carbonated Water, Carbonated Water, Sweetener, Sugar, Sugar, Sugar",160,5,20,"Low sugar, Low calorie, High caffeine",Mexico,Party,Political visit here from within into man look put purpose.,"Low-sugar, Low-calorie, High-caffeine"
Canada Dry,Canada Dry Herbal Blast,Herbal,Diet Soda,"Sugar, Artificial Flavor, Herbal Extract, Sugar, Herbal Extract, Sugar",0,30,120,Low calorie,USA,Hydration,Eight public energy anyone these.,Caffeine-free
Thums Up,Thums Up Grape Blast,Grape,Tonic,"Sodium Benzoate, Sweetener, Sodium Benzoate, Caffeine, Sugar, Herbal Extract",30,5,20,Sugar-free,India,Post-workout,Seven board again region practice office dark daughter color once provide.,"Low-sugar, Low-calorie"
Limca,Limca Vanilla Blast,Vanilla,Diet Soda,"Sodium Benzoate, Carbonated Water, Fruit Juice Concentrate, Artificial Flavor, Sweetener, Herbal Extract",120,30,120,High caffeine,UK,Kids-friendly,Early become themselves different movie strong kind range.,High-caffeine
Mirinda,Mirinda Citrus Blast,Citrus,Sparkling Juice,"Sodium Benzoate, Fruit Juice Concentrate, Artificial Flavor, Herbal Extract, Carbonated Water, Sodium Benzoate",10,0,0,Sugar-free,Canada,Kids-friendly,Easy our ask what since outside born always.,"Diabetic-safe, Low-caffeine, Low-calorie"
Big Cola,Big Cola Melon Blast,Melon,Sparkling Water,"Fruit Juice Concentrate, Caffeine, Caffeine, Herbal Extract, Herbal Extract, Citric Acid",80,5,20,"Low sugar, Low calorie",Australia,Post-workout,Candidate before physical action through feel question everything side side.,"Low-sugar, Low-calorie"
Mountain Dew,Mountain Dew Strawberry Blast,Strawberry,Energy Drink,"Citric Acid, Artificial Flavor, Artificial Flavor, Carbonated Water, Caffeine, Sodium Benzoate",40,5,20,Sugar-free,USA,Weight Management,Sure unit great practice one.,"Low-sugar, Low-calorie"
LaCroix,LaCroix Ginger Blast,Ginger,Sparkling Juice,"Artificial Flavor, Herbal Extract, Sodium Benzoate, Artificial Flavor, Artificial Flavor, Carbonated Water",30,5,20,Low calorie,Canada,Hydration,Section evidence wind since data religious lose window.,"Low-sugar, Low-calorie"
Mountain Dew,Mountain Dew Lemon-Lime Blast,Lemon-Lime,Energy Drink,"Sugar, Caffeine, Carbonated Water, Artificial Flavor, Carbonated Water, Carbonated Water",10,5,20,"Low sugar, Low calorie",Australia,Energy Boost,Manager describe put lot piece keep few.,"Low-sugar, Low-caffeine, Low-calorie"
Coca-Cola,Coca-Cola Lime Blast,Lime,Sparkling Water,"Citric Acid, Carbonated Water, Herbal Extract, Sodium Benzoate, Sweetener, Sugar",30,5,20,"Low sugar, Low calorie",Brazil,Kids-friendly,Blue writer break parent move.,"Low-sugar, Low-calorie"
Bovonto,Bovonto Mint Blast,Mint,Tonic,"Natural Flavors, Artificial Flavor, Citric Acid, Sugar, Artificial Flavor, Sugar",10,0,0,"Sugar-free, Zero calorie",Australia,Kids-friendly,Listen drive little girl hundred themselves end learn theory laugh coach.,"Diabetic-safe, Low-caffeine, Low-calorie"
Limca,Limca Berry Blast,Berry,Sparkling Juice,"Citric Acid, Caffeine, Citric Acid, Sugar, Citric Acid, Artificial Flavor",120,30,120,Low calorie,Canada,Everyday,Simple too including trial can money ability though.,High-caffeine
Mirinda,Mirinda Orange Blast,Orange,Soda,"Fruit Juice Concentrate, Artificial Flavor, Carbonated Water, Artificial Flavor, Sodium Benzoate, Caffeine",160,20,80,High caffeine,Germany,Weight Management,Example any here station unit unit above.,High-caffeine
Jarritos,Jarritos Orange Blast,Orange,Soda,"Sodium Benzoate, Carbonated Water, Caffeine, Sodium Benzoate, Citric Acid, Caffeine",10,40,160,Zero calorie,USA,Kids-friendly,Upon interesting still try population yard.,Low-caffeine
Irn-Bru,Irn-Bru Citrus Blast,Citrus,Soda,"Caffeine, Sugar, Sodium Benzoate, Sugar, Sodium Benzoate, Citric Acid",10,0,0,Zero calorie,UK,Weight Management,Style generation food tough the together.,"Diabetic-safe, Low-caffeine, Low-calorie"
Canada Dry,Canada Dry Mint Blast,Mint,Tonic,"Sugar, Caffeine, Artificial Flavor, Sweetener, Sweetener, Caffeine",160,20,80,Zero calorie,South Africa,Everyday,Beautiful despite thank pressure financial sit general although culture report.,High-caffeine
Monster,Monster Tamarind Blast,Tamarind,Diet Soda,"Herbal Extract, Sugar, Sugar, Herbal Extract, Natural Flavors, Natural Flavors",160,30,120,Zero calorie,USA,Party,Why economy anyone number doctor policy issue.,High-caffeine
Fresca,Fresca Orange Blast,Orange,Tonic,"Natural Flavors, Caffeine, Sugar, Herbal Extract, Sweetener, Sweetener",120,40,160,Sugar-free,South Africa,Post-workout,Yourself cold join gun time single specific leave.,High-caffeine
Coca-Cola,Coca-Cola Mango Blast,Mango,Sparkling Water,"Sodium Benzoate, Artificial Flavor, Herbal Extract, Caffeine, Artificial Flavor, Natural Flavors",160,0,0,Low calorie,South Africa,Hydration,Each likely let pretty administration man.,"Diabetic-safe, Low-calorie, High-caffeine"
Canada Dry,Canada Dry Lime Blast,Lime,Diet Soda,"Citric Acid, Caffeine, Carbonated Water, Fruit Juice Concentrate, Artificial Flavor, Caffeine",160,5,20,"Low sugar, Low calorie, High caffeine",UK,Kids-friendly,Student yes area however ability.,"Low-sugar, Low-calorie, High-caffeine"
Pepsi,Pepsi Lemon-Lime Blast,Lemon-Lime,Energy Drink,"Artificial Flavor, Sweetener, Artificial Flavor, Fruit Juice Concentrate, Sweetener, Caffeine",80,10,40,Zero calorie,Germany,Everyday,Pm policy his modern sister child large husband sure.,Low-calorie
Fresca,Fresca Coconut Blast,Coconut,Energy Drink,"Herbal Extract, Herbal Extract, Natural Flavors, Carbonated Water, Citric Acid, Sugar",10,5,20,"Low sugar, Low calorie",India,Kids-friendly,Many real finally century determine party within itself situation herself.,"Low-sugar, Low-caffeine, Low-calorie"
Coca-Cola,Coca-Cola Melon Blast,Melon,Sparkling Water,"Sweetener, Sugar, Sodium Benzoate, Fruit Juice Concentrate, Fruit Juice Concentrate, Natural Flavors",120,5,20,Zero calorie,Germany,Weight Management,Animal day stop give hair.,"Low-sugar, Low-calorie, High-caffeine"
Fanta,Fanta Mango Blast,Mango,Sparkling Juice,"Sugar, Carbonated Water, Caffeine, Sodium Benzoate, Carbonated Water, Sodium Benzoate",160,10,40,Sugar-free,India,Weight Management,Lawyer customer goal employee seem let order picture evidence answer involve.,"Low-calorie, High-caffeine"
Sprite,Sprite Coconut Blast,Coconut,Tonic,"Sugar, Sodium Benzoate, Fruit Juice Concentrate, Fruit Juice Concentrate, Citric Acid, Herbal Extract",120,0,0,"Sugar-free, Zero calorie, High caffeine",Mexico,Party,Rather result prepare forward.,"Diabetic-safe, Low-calorie, High-caffeine"
Limca,Limca Lemon-Lime Blast,Lemon-Lime,Energy Drink,"Artificial Flavor, Sugar, Citric Acid, Caffeine, Sugar, Sugar",0,0,0,Zero calorie,UK,Hydration,Traditional important watch foreign might land tend camera baby.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Fanta,Fanta Coconut Blast,Coconut,Tonic,"Fruit Juice Concentrate, Sodium Benzoate, Sodium Benzoate, Caffeine, Carbonated Water, Carbonated Water",0,30,120,Caffeine-free,USA,Kids-friendly,From even soldier particularly by choose will garden century yes.,Caffeine-free
Irn-Bru,Irn-Bru Lychee Blast,Lychee,Energy Drink,"Sweetener, Sodium Benzoate, Herbal Extract, Caffeine, Herbal Extract, Sodium Benzoate",10,5,20,Low calorie,UK,Everyday,Like group lead none eat price manage parent.,"Low-sugar, Low-caffeine, Low-calorie"
Appy Fizz,Appy Fizz Orange Blast,Orange,Sparkling Juice,"Natural Flavors, Fruit Juice Concentrate, Sodium Benzoate, Carbonated Water, Carbonated Water, Sweetener",120,5,20,Zero calorie,Mexico,Weight Management,Model admit family design already risk place one contain.,"Low-sugar, Low-calorie, High-caffeine"
Mountain Dew,Mountain Dew Melon Blast,Melon,Diet Soda,"Fruit Juice Concentrate, Herbal Extract, Carbonated Water, Artificial Flavor, Herbal Extract, Sweetener",0,30,120,Zero calorie,UK,Energy Boost,Song somebody culture cover produce attention.,Caffeine-free
Bovonto,Bovonto Strawberry Blast,Strawberry,Energy Drink,"Artificial Flavor, Sugar, Citric Acid, Citric Acid, Citric Acid, Herbal Extract",120,0,0,Low calorie,Germany,Everyday,Bring environment where nothing brother record machine look majority call.,"Diabetic-safe, Low-calorie, High-caffeine"
Fanta,Fanta Cola Blast,Cola,Tonic,"Sodium Benzoate, Artificial Flavor, Herbal Extract, Sodium Benzoate, Sweetener, Caffeine",0,5,20,Low calorie,USA,Hydration,Rate film whatever become.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
